JOB_TITLE,Years_Of_Service,Age,Gender,Race,ObjectID,CreationDate,Creator,EditDate,Editor
Police Captain,19,41,Female,Black/African American,605,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Customer/Revenue Serv. Assist,19,59,Female,White,606,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,51,Male,White,607,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,45,67,Male,White,608,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Data Analytics Supervisor,19,43,Male,White,609,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,46,Male,White,610,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Female,White,611,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Male,White,612,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,46,Male,White,613,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,Hispanic/Latino,614,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Male,White,615,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,54,Male,Black/African American,616,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,50,Male,White,617,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,50,Male,White,618,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,50,Male,Asian / Pacific Islander,619,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,48,Male,White,620,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,47,Male,White,621,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,47,Male,White,622,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,46,Male,White,623,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Male,White,624,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,White,625,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,43,Male,White,626,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,43,Male,White,627,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,42,Female,Black/African American,628,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,42,Male,White,629,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,42,Male,White,630,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,42,Male,White,631,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,19,42,Male,White,632,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,41,Male,White,633,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,41,Female,White,634,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,19,42,Male,White,635,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,43,Female,White,636,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,19,47,Female,White,637,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,19,43,Male,Asian / Pacific Islander,638,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,43,Male,Hispanic/Latino,639,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,42,Male,White,640,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,48,Male,White,641,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,47,Male,White,642,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Officer-Lead,19,45,Male,White,643,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,Black/African American,644,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,42,Male,White,645,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,42,Male,White,646,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Secretary I,19,48,Female,Black/African American,647,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,19,48,Female,Black/African American,648,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,19,49,Male,White,649,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,19,44,Male,Black/African American,650,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,43,Male,White,651,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Domestic Violence Counselor,19,60,Female,White,652,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,53,Male,Asian / Pacific Islander,653,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,51,Female,White,654,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,50,Male,White,655,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,50,Male,White,656,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,49,Male,White,657,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Male,White,658,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Male,Black/African American,659,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,44,Male,White,660,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,54,Male,White,661,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,Black/African American,662,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,White,663,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,43,Male,White,664,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,42,Female,White,665,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,42,Male,White,666,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,41,Male,White,667,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Customer/Revenue Serv. Assist,19,57,Female,White,668,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,White,669,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Software Developer Intermediat,19,42,Male,Asian / Pacific Islander,670,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,48,Male,White,671,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,40,Male,Hispanic/Latino,672,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Captain,19,42,Male,White,673,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Officer-Lead,19,44,Male,White,674,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Supervisor,19,40,Male,White,675,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,42,Male,White,676,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,42,Male,White,677,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Male,White,678,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Property Control Supv,19,60,Male,White,679,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,53,Male,White,680,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,40,Male,White,681,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,White,682,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Domestic Violence Counselor,19,42,Female,White,683,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,58,Male,Black/African American,684,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,55,Male,Black/African American,685,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,51,Female,White,686,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,50,Male,Black/African American,687,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Captain,19,49,Male,White,688,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,19,48,Male,White,689,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,47,Male, ,690,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,47,Male,White,691,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,46,Male,White,692,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Female,White,693,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,White,694,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,42,Male,White,695,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,44,Male,White,696,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,46,Male,White,697,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,48,Male,White,698,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,45,Female,White,699,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,42,Female,White,700,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,40,Male,White,701,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,18,47,Male,White,702,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,45,Male,Hispanic/Latino,703,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,43,Male,White,704,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,42,Male,White,705,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,41,Male,White,706,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Officer I,18,39,Female,Black/African American,707,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Office Assistant IV,18,43,Female,Black/African American,708,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,50,Male,White,709,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,47,Male,White,710,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,46,Male,White,711,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,46,Male,White,712,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,46,Male,Black/African American,713,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Captain,18,45,Male,White,714,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,45,Male,White,715,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,44,Male,White,716,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,44,Male,White,717,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,44,Male,White,718,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,44,Male,White,719,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,43,Male,Black/African American,720,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,18,43,Male,White,721,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,43,Male,White,722,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,42,Male,White,723,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,41,Male,White,724,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,40,Male,White,725,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Officer II,18,39,Female,White,726,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,41,Female,Black/African American,727,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Supervisor,18,40,Female,White,728,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,41,Male,White,729,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,18,43,Male,White,730,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,40,Male,Black/African American,731,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,47,Male,White,732,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,41,Male,White,733,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,48,Male,White,734,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,43,Male,Black/African American,735,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,44,Male,White,736,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,52,Male,Black/African American,737,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,42,Male,White,738,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,55,Male,White,739,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,43,Male,White,740,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Captain,18,43,Male,White,741,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,50,Male,White,742,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,44,Male,Black/African American,743,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,42,Male,White,744,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,53,Female,Black/African American,745,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,41,Female,White,746,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Records Technician,18,50,Male,White,747,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,18,46,Female,Black/African American,748,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommun Supv,18,42,Female,American Indian/Alaska Native,749,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Supervisor,18,38,Female,White,750,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Supervisor,18,39,Female,White,751,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,18,49,Female,White,752,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,40,Male,Hispanic/Latino,753,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,41,Male,White,754,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,43,Male,White,755,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,48,Male,White,756,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,57,Male,Black/African American,757,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,43,Male,White,758,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,45,Male,White,759,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,44,Male,White,760,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,43,Female,White,761,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,39,Female,White,762,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,44,Male,White,763,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,42,Male,White,764,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Support Technician,18,44,Female,Black/African American,765,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Officer II,18,51,Male,Black/African American,766,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Business System Spec Sr,18,49,Male,Asian / Pacific Islander,767,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Database Administrator,18,53,Female,Black/African American,768,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,39,Male,White,769,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,18,60,Female,White,770,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,47,Male,White,771,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,42,Male,Black/African American,772,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,46,Male,White,773,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,18,41,Male,White,774,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,47,Male,Black/African American,775,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,52,Male,Black/African American,776,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,43,Male,White,777,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,41,Male,Black/African American,778,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,44,Male,White,779,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Lieutenant,18,40,Male,Hispanic/Latino,780,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,43,Male,White,781,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,18,44,Male,White,782,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,18,39,Male,White,783,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,66,Male,Hispanic/Latino,784,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,47,Male,White,785,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Animal Control Supervisor,17,40,Male,White,786,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Telecommunicator,17,48,Female,White,787,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,49,Male,White,788,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Major,17,44,Male,White,789,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,41,Male,White,790,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,42,Male,White,791,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,48,Male,White,792,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,42,Male,White,793,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,19,45,Female,White,794,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,42,Male,Black/African American,795,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,44,Male,Black/African American,796,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,45,Male,White,797,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,39,Male,White,798,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,47,Male,White,799,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Investigation Tech,17,45,Female,Hispanic/Latino,800,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Administrative Officer IV,17,69,Male,White,801,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Officer,17,49,Male,Hispanic/Latino,802,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,17,41,Male,Black/African American,803,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
Police Sergeant,17,40,Male,White,804,2019-03-16T09:01:57.891Z,CharlotteNC,2019-03-16T09:01:57.891Z,CharlotteNC
